,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
1184,50000000,Drama,4380,"jealousy, wife husband relationship, dancing master",en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",14.231898999999999,Miramax Films,United States of America,10/15/2004,170128460,107.0,English,Released,Step out of the ordinary,Shall We Dance?,5.9,297,"Richard Gere, Jennifer Lopez, Susan Sarandon, Lisa Ann Walter, Stanley Tucci, Anita Gillette, Bobby Cannavale, Omar Benson Miller, Tamara Hope, Stark Sands","Robert Leighton, Gabriel Yared, Charles Ireland, Sue Chan, John de Borman, John Altman, Simon Fields, Peter Chelsom, Audrey Wells, Ross Clydesdale","Drama, Romance, Comedy"
1185,40000000,Comedy,11551,"defense industry, toy shop, technical toy, soldier, prototype, killer toys, toy comes to life",en,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",23.088570999999998,"Universal Pictures, Amblin Entertainment, DreamWorks Pictures",United States of America,7/10/1998,54682547,110.0,"English, Français, Magyar, Español",Released,"The few, the proud, and the small.",Small Soldiers,6.2,511,"Gregory Smith, Kirsten Dunst, Denis Leary, Phil Hartman, David Cross, Jay Mohr, Kevin Dunn, Ann Magnuson, Wendy Schaal, Jacob Smith","Ted Elliott, Terry Rossio, Denise Chamian, Colin Wilson, Jerry Goldsmith, Walter F. Parkes, Joe Dante, M. James Arnett, William Sandell, Brad Ricker","Comedy, Adventure, Fantasy, Science Fiction, Action"
1186,40000000,Action,10336,"anti hero, secret agent, fistfight, based on comic book, burn victim",en,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",19.833664000000002,"New Line Cinema, Pull Down Your Pants Pictures, Todd McFarlane Entertainment",United States of America,7/31/1997,87840042,96.0,English,Released,Born in darkness. Sworn to justice.,Spawn,5.0,336,"Michael Jai White, Martin Sheen, John Leguizamo, Theresa Randle, Nicol Williamson, D. B. Sweeney, Melinda Clarke, Miko Hughes, Sydni Beaudoin, Frank Welker","Mary Jo Slater, Guillermo Navarro, Graeme Revell, Eric Orbom, Michael N. Knue, Philip Harrison, Daniel J. Lester, Alan B. McElroy, Clint Goldman, Todd McFarlane","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
1187,35000000,Action,11362,"loss of lover, lover (female), ex-lover, torture, napoleon bonaparte",en,The Count of Monte Cristo,"Edmond DantÃ©s's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, DantÃ©s escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",26.595983,"Spyglass Entertainment, World 2000 Entertainment, Count of Monte Cristo Ltd., Touchstone Pictures",United States of America,1/23/2002,75395048,131.0,English,Released,Prepare for adventure. Count on revenge.,The Count of Monte Cristo,7.3,453,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain, Dagmara Domińczyk, Michael Wincott, Luis Guzmán, Christopher Adamson, J. B. Blanc, Henry Cavill","Jay Wolpert, Gary Barber, Andrew Dunn, Alexandre Dumas père, Kevin Reynolds, Stephen Semel","Action, Adventure, Drama, Thriller"
1188,40000000,Crime,50348,"judge, arrest, jury, private investigator",en,The Lincoln Lawyer,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,26.072228,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Lionsgate",United States of America,3/17/2011,85412898,119.0,English,Released,This Case is a Dangerous Game of Life and Death,The Lincoln Lawyer,7.0,902,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy, Josh Lucas, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Bryan Cranston","Cliff Martinez, Tom Rosenberg, Gary Lucchesi, Richard S. Wright, Deborah Aquila, Sidney Kimmel, Nancy Nye, Lukas Ettlin, Michael Connelly, Melanie Hughes","Crime, Drama, Thriller"
1189,30000000,Action,48138,"taxi, hotel, coma, taxi driver, prince, briefcase, hospital, stolen identity",en,Unknown,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",38.643914,"Studio Babelsberg, StudioCanal, Dark Castle Entertainment, TF1 Films Production, Canal+, Panda Productions Inc., Horticus UK","France, Germany, United Kingdom",2/16/2011,130786397,113.0,"English, Deutsch, Türkçe, العربية",Released,Take Back Your Life,Unknown,6.5,1265,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, Frank Langella, Sebastian Koch, Olivier Schneider, Stipe Erceg, Rainer Bock","Lucinda Syson, Joel Silver, Richard Bridgland, John Ottman, Peter McAleese, Cornelia Ott, Sarah Meyer, Leonard Goldberg, Ruth Myers, Bernhard Henrich","Action, Mystery, Thriller"
1190,40000000,Drama,1124,"competition, secret, obsession, magic, dying and death, class society, illusion, tricks, hostility, class",en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",74.440708,"Warner Bros., Touchstone Pictures, Syncopy",United States of America,10/19/2006,109676311,130.0,English,Released,Are You Watching Closely?,The Prestige,8.0,4391,"Hugh Jackman, Christian Bale, Michael Caine, Scarlett Johansson, Andy Serkis, Samantha Mahurin, David Bowie, Piper Perabo, Rebecca Hall, Daniel Davis","Christopher Nolan, Christopher Nolan, Christopher Nolan, Jonathan Nolan, Russ Fega, Aaron Ryder, Emma Thomas, David Julyan, Wally Pfister, John Papsidera","Drama, Mystery, Thriller"
1191,42000000,Comedy,227159,"prison, kidnapping, sequel, car chase, sex addict, sex tape",en,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",82.185281,"New Line Cinema, BenderSpink, RatPac Entertainment",United States of America,11/26/2014,107670357,108.0,English,Released,New Crime. Same Tools.,Horrible Bosses 2,6.1,1536,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston, Kevin Spacey, Jamie Foxx, Chris Pine, Christoph Waltz, Jonathan Banks, Lindsay Sloane","Christa Munro, Elmo Weber, Elmo Weber, Carol Ramsey, Julio Macat, Jan Pascale, Deborah La Mia Denaver, Dave Jordan, Christopher Lennertz, John Francis Daley",Comedy
1192,40000000,Animation,68179,"spaceship, alien, rescue, escape, planet, astronaut, Γη, mission control",en,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,18.14218,"Rainmaker Entertainment, Mainframe Entertainment, Weinstein Company, The","Canada, United States of America",2/14/2013,74597643,89.0,English,Released,Earth's greatest secrets are about to break out!,Escape from Planet Earth,5.7,332,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jessica Alba, Sarah Jessica Parker, Kaitlin Olson, Ashley Eckstein, Gregg Binkley, Sofía Vergara, Steve Zahn","Jonathan Shestack, Barry E. Jackson, Barry E. Jackson, Matt Landon, Cory Edwards, Tony Leech, Preston Stutzman, Callan Brunker, Callan Brunker, Bob Barlen","Animation, Comedy, Adventure, Family, Science Fiction"
1193,40000000,Action,1579,"loss of family, solar eclipse, slavery, jaguar, village, maya civilization, forest, tribe, human sacrifice, central america",en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",41.570046999999995,"Icon Productions, Icon Entertainment International, Touchstone Pictures",United States of America,12/7/2006,120175290,139.0,English,Released,No one can outrun their destiny.,Apocalypto,7.3,1221,"Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena, Iazua Larios, Antonio Monroy, María Isabel Díaz, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead, Carlos Emilio Báez","James Horner, Mel Gibson, Mel Gibson, Mel Gibson, Thomas E. Sanders, Bruce Davey, Dean Semler, Dick Bernstein, John Wright, Rajeev Malhotra","Action, Adventure, Drama, Thriller"
1194,40000000,Action,708,"london england, smuggling of arms, prison, england, assassination, spy, falsely accused, secret identity, country estate, arms deal",en,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,23.331459,"United Artists, Eon Productions","United Kingdom, United States of America",6/29/1987,191185897,130.0,"English, العربية, Français, Deutsch, Pусский, Český, Slovenčina",Released,Licensed to thrill.,The Living Daylights,6.2,440,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker, John Rhys-Davies, Art Malik, Andreas Wisniewski, Thomas Wheatley, Desmond Llewelyn, Robert Brown","John Barry, Ian Fleming, Albert R. Broccoli, Peter Lamont, Andreas Grosch, Michael Ford, Richard Maibaum, John Glen, Emma Porteous, Terry Ackland-Snow","Action, Adventure, Thriller"
1195,40000000,Action,34851,"hunter, predator, yakuza, hunting human beings, alien life-form, sequel, alien, alien planet, jungle, soldier",en,Predators,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",47.649553999999995,"Twentieth Century Fox Film Corporation, Davis Entertainment, Dune Entertainment III, Troublemaker Studios",United States of America,7/3/2010,126248813,107.0,"English, Español, Pусский",Released,Fear is Reborn,Predators,6.0,1206,"Topher Grace, Alice Braga, Laurence Fishburne, Adrien Brody, Danny Trejo, Walton Goggins, Oleg Taktarov, Louis Ozawa Changchien, Carey Jones, Brian Steele","Robert Rodriguez, Jim Thomas, John Davis, Elizabeth Avellan, John Debney, Mary Vernieu, Dan Zimmerman, Jeff Carson, Steve Joyner, Nina Proctor","Action, Science Fiction, Adventure, Thriller"
1196,0,Comedy,9930,"court case, client, lawyer, courtroom",en,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",7.519433,"Universal Pictures, Mirage Enterprises, Northern Lights Entertainment",United States of America,6/18/1986,0,116.0,English,Released,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,5.8,51,"Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hill, David Clennon, John McMartin, Jennifer Dundas, Roscoe Lee Browne","Howard Feuer, Pembroke J. Herring, Thomas L. Roysden, Sheldon Kahn, Elmer Bernstein, Ivan Reitman, Ivan Reitman, Michael C. Gross, László Kovács, Albert Wolsky","Comedy, Crime, Drama, Romance, Thriller"
1197,40000000,Thriller,1586,"alcohol, adultery, detective, mississippi, jealousy, isolation, paranoia, motel, window, nightmare",en,Secret Window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",32.908414,"Columbia Pictures Corporation, Pariah Entertainment Group, Grand Slam Productions, Mel's Cite du Cinema",United States of America,3/12/2004,92913171,96.0,English,Released,The most important part of a story is the ending.,Secret Window,6.4,972,"Johnny Depp, John Turturro, Timothy Hutton, Charles S. Dutton, Len Cariou, Joan Heney, John Dunn-Hill, Vlasta Vrána, Matt Holland, Gillian Ferrabee","David Koepp, David Koepp, John Papsidera, Philip Glass, Stephen King, Howard Cummings, Patricia McCorkle, Robert Hein, Randall Balsmeyer, Fred Murphy","Thriller, Mystery"
1198,40000000,Romance,2044,"chicago, writing, architect, future, time, architecture, mysterious letter, near future, first kiss, romantic drama",en,The Lake House,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",29.887359999999997,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros.",United States of America,6/16/2006,114830111,99.0,English,Released,How do you hold on to someone you've never met?,The Lake House,6.5,670,"Keanu Reeves, Sandra Bullock, Shohreh Aghdashloo, Christopher Plummer, Ebon Moss-Bachrach, Willeke van Ammelrooy, Dylan Walsh, Lynn Collins, Mike Bacarella, Kevin M. Brennan","Bruce Berman, Lynzee Klingman, Rachel Portman, David Carbonara, Meg Everist, Erwin Stoff, Deena Appel, Nathan Crowley, Alejandro Agresti, David Auburn","Romance, Drama, Mystery"
1199,43000000,Drama,9913,"nurse, secret, dream, fight, kidnapping, new orleans, key, plantation, voodoo, party",en,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,29.105407,"Universal Pictures, MFPV Film, Double Feature Films, ShadowCatcher Entertainment, Daniel Bobker Productions, Brick Dust Productions LLC","Germany, United States of America",7/29/2005,91974818,104.0,English,Released,Fearing Is Believing,The Skeleton Key,6.4,573,"Kate Hudson, Gena Rowlands, Peter Sarsgaard, John Hurt, Joy Bryant, Marion Zinser, Maxine Barnett, Fahnlohnee R. Harris, Deneen Tyler, Ann Dalrymple","Ronna Kress, Harry Cohen, Iain Softley, Iain Softley, Ed Shearmur, Clayton Townsend, Clayton Townsend, Louise Frogley, Joe Hutshing, Michael Shamberg","Drama, Horror, Mystery, Thriller"
1200,0,Fantasy,71864,"green, dodgeball, incredibile, timothy",en,The Odd Life of Timothy Green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",16.394451999999998,Walt Disney Pictures,United States of America,8/15/2012,51854875,105.0,"English, Español",Released,He's a force of nature.,The Odd Life of Timothy Green,6.5,386,"Jennifer Garner, Joel Edgerton, Ron Livingston, Rosemarie DeWitt, CJ Adams, Patrick Brouder, Chan Creswell, William J. Harrison, Odeya Rush, Shohreh Aghdashloo","Peter Hedges, Peter Hedges, Kevin Kaska, Daniel Erickson","Fantasy, Drama, Comedy, Family"
1201,40000000,Comedy,10761,"scotland, love of one's life, ladykiller, one-night stand, bridesmaid, forbidden love, male female relationship, best friends in love",en,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",19.574773999999998,"Columbia Pictures, Original Film","United Kingdom, United States of America",5/2/2008,84601681,101.0,"English, Français, Pусский",Released,He'll do anything to get the groom out of the picture.,Made of Honor,6.0,394,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Chris Messina, Richmond Arquette, Busy Philipps, Kadeem Hardison, Whitney Cummings, Kathleen Quinlan, Sydney Pollack","Rupert Gregson-Williams, Richard Marks, Tony Pierce-Roberts, Penny Rose, Mark Scruton, Justine Baddeley, Kalina Ivanov, Melissa M. Levander, Neal H. Moritz, Deborah Kaplan","Comedy, Romance"
1203,40000000,Drama,11975,"jurors, proof, court case, leukemia, lawyer, courtroom",en,The Rainmaker,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",12.229516,"Paramount Pictures, Constellation Entertainment",United States of America,11/18/1997,45916769,135.0,English,Released,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,The Rainmaker,6.7,235,"Matt Damon, Danny DeVito, Jon Voight, Claire Danes, Mary Kay Place, Dean Stockwell, Virginia Madsen, Mickey Rourke, Randy Travis, Roy Scheider","Francis Ford Coppola, Francis Ford Coppola, Steven Reuther, John Toll, Barry Malkin, Fred Fuchs, Michael Douglas, Jack Gill, Elmer Bernstein, Aggie Guerard Rodgers","Drama, Crime, Thriller"
1204,40000000,Horror,4970,"amnesia, mental institution, patient, trust, false accusations, medication, gothic, mental illness",en,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",27.303608,"Columbia Pictures Corporation, Dark Castle Entertainment, Warner Bros.",United States of America,11/21/2003,141591324,98.0,English,Released,Because someone is dead doesn't mean they're gone.,Gothika,5.8,629,"Halle Berry, Robert Downey Jr., Charles S. Dutton, Penélope Cruz, John Carroll Lynch, Bernard Hill, Dorian Harewood, Kathleen Mackey, Matthew G. Taylor, Andrea Sheldon","Robert Zemeckis, Mathieu Kassovitz, Marci Liroff, Joel Silver, Louis Craig, Matthew Libatique, Kym Barrett, Don Carmody, Steve Lucescu, Isabelle Guay","Horror, Thriller"
1205,36000000,Drama,11831,"cuba, mutiny, slavery, sentence, historical figure, havanna, tall ship, slave trade",en,Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",3.6982760000000003,DreamWorks SKG,United States of America,12/3/1997,74000000,155.0,"English, Español",Released,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,Amistad,6.8,316,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey, David Paymer, Pete Postlethwaite, Stellan Skarsgård, Chiwetel Ejiofor, Anna Paquin","John Williams, Steven Spielberg, Steven Spielberg, Colin Wilson, Janusz Kamiński, Michael Kahn, Rick Carter, Victoria Thomas, David Franzoni, M. James Arnett","Drama, History, Mystery"
1206,40000000,Adventure,9096,"medicine, ant, research, amazon, cancer, jungle, doctor, falling in love, cure, rainforest",en,Medicine Man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",7.021871000000001,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,2/7/1992,0,106.0,English,Released,He turned his back on civilization. Only to discover he had the power to save it.,Medicine Man,5.8,114,"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre, Angelo Barra Moreira, Francisco Tsiren Tsere Rereme, Elias Monteiro Da Silva, Edinei Maria Serrio Dos Santos, Bec-Kana-Re Dos Santos Kaiapo, José Lavat","Bonnie Timmermann, Sean Connery, John McTiernan, Donald McAlpine, Jerry Goldsmith, Tom Schulman, Michael R. Miller, Marilyn Vance, Mary Jo Markey, Enrique Estévez",Adventure
1207,40000000,Fantasy,440,"predator, national guard, hybrid, alien, morgue, alien possession, triangle, infestation, xenomorph",en,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",39.381913,"Twentieth Century Fox Film Corporation, Dune Entertainment, Davis Entertainment, Brandywine Productions",United States of America,12/25/2007,41797066,94.0,English,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740,"Steven Pasquale, Reiko Aylesworth, John Ortiz, Ariel Gade, Sam Trammell, Kristen Hager, Robert Joy, David Paetkau, Tom Woodruff Jr., Ian Whyte","David Giler, Jim Thomas, John Thomas, Walter Hill, John Davis, Dan O'Bannon, Ronald Shusett, Heike Brandstatter, Coreen Mayrs, Colin Strause","Fantasy, Action, Science Fiction, Thriller, Horror"
1208,65000000,Drama,10641,"new love, love of one's life, unexpected happiness, dying and death, success, kiss, love, relationship, unhappiness, woman director",en,Autumn in New York,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",8.680334,"Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM)",United States of America,8/11/2000,0,103.0,English,Released,He fell in love for the first time. She fell in love forever.,Autumn in New York,5.7,135,"Richard Gere, Winona Ryder, Anthony LaPaglia, Elaine Stritch, Vera Farmiga, Sherry Stringfield, Jill Hennessy, J.K. Simmons, Sam Trammell, Mary Beth Hurt","Tom Rosenberg, Gary Lucchesi, Gabriel Yared, Joan Chen, Allison Burnett, Ruby Yang, Gu Chang-Wei","Drama, Romance"
1209,40000000,Comedy,11172,"pop star, song, romantic comedy, song writing, piano",en,Music and Lyrics,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",17.659032,"Village Roadshow Pictures, Castle Rock Entertainment, Reserve Room, Flower Films (II)",United States of America,2/9/2007,145896422,96.0,English,Released,Share the music with someone you love.,Music and Lyrics,6.2,554,"Drew Barrymore, Hugh Grant, Scott Porter, Brad Garrett, Haley Bennett, Nick Bacon, Andrew Wyatt, Dan McMillan, Tom Foligno, Zak Orth","Bruce Berman, Nancy Juvonen, Jane Musky, Ilene Starger, Susan E. Morse, Marc Lawrence, Marc Lawrence, Susan Lyall, Martin Shafer, Patricia Woodbridge","Comedy, Music, Romance"
1210,40000000,Adventure,39513,"san diego, area 51, alien space craft, hit with a chair, shot in the knee, duringcreditsstinger, 1980s",en,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries heâ€™s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",43.151268,"Universal Pictures, Big Talk Productions, Relativity Media, Working Title Films","United States of America, United Kingdom",2/14/2011,97552050,104.0,English,Released,Who's up for a close encounter?,Paul,6.5,1789,"Seth Rogen, Simon Pegg, Nick Frost, Jason Bateman, Kristen Wiig, Bill Hader, Blythe Danner, Joe Lo Truglio, John Carroll Lynch, Jane Lynch","Natascha Wharton, Nancy Steiner, Tim Bevan, Eric Fellner, Lawrence Sher, David Arnold, Debra Hayward, Liza Chasin, Simon Pegg, Nick Frost","Adventure, Comedy, Science Fiction"
1211,40000000,Comedy,82687,"inventor, road trip, guilt, mother son relationship, woman director",en,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,15.283444,"Paramount Pictures, Skydance Productions",United States of America,12/19/2012,41863726,95.0,English,Released,Get ready for one mother of a road trip,The Guilt Trip,5.4,284,"Seth Rogen, Barbra Streisand, Yvonne Strahovski, Colin Hanks, Adam Scott, Danny Pudi, Kathy Najimy, Casey Wilson, Brett Cullen, Dale Dickey","Barbra Streisand, Anne Fletcher, Dan Fogelman, Dan Fogelman, Seth Rogen, John Goldwyn, Evan Goldberg, Evan Goldberg, Lorne Michaels, Mary McLaglen",Comedy
1212,40000000,Horror,41446,"sheriff, book, knife, horror, rescue, author, masked killer, hospital, corpse",en,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",35.21926,Dimension Films,United States of America,4/11/2011,97138686,111.0,English,Released,New Decade. New Rules.,Scream 4,6.1,902,"David Arquette, Neve Campbell, Courteney Cox, Emma Roberts, Hayden Panettiere, Anthony Anderson, Adam Brody, Rory Culkin, Mary McDonnell, Marley Shelton","Wes Craven, Wes Craven, Peter Deming, Kevin Williamson, Kevin Williamson, Kevin Williamson, Kevin Williamson, Marianne Maddalena, Ron Schmidt, Brian Avery","Horror, Mystery"
1213,40000000,Thriller,8224,"pornography, porn actor, loss of daughter, child pornography, private investigator, subculture, private detective",en,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",25.580272,"Columbia Pictures Corporation, Hofflund/Polone, Global Entertainment Productions GmbH & Company Medien KG",United States of America,2/26/1999,96618699,123.0,English,Released,You can't prepare for where the truth will take you.,8MM,6.1,474,"Nicolas Cage, Joaquin Phoenix, James Gandolfini, Chris Bauer, Anthony Heald, Peter Stormare, Catherine Keener, Norman Reedus, Amy Morton, Jenny Powell","Mali Finn, Robert Elswit, Mychael Danna, Joel Schumacher, Joel Schumacher, Mark Stevens, Jeff Levine, Andrew Kevin Walker, Gary Wissner, Joseph M. Caracciolo","Thriller, Crime, Mystery"
1214,38000000,Drama,10537,"hippie, poetry, sex, rock and roll, nudity, hallucination, wilderness, airplane, musical, addicted",en,The Doors,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.",10.794175,"Imagine Entertainment, Ixtlan Productions, Carolco Pictures, Bill Graham Films",United States of America,3/1/1991,34416893,140.0,English,Released,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",The Doors,6.7,275,"Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley, Kevin Dillon, Michael Wincott, Michael Madsen, Josh Evans, Costas Mandylor, Dennis Burkley","Robert Richardson, Brian Grazer, Oliver Stone, Oliver Stone, A. Kitman Ho, Clayton Townsend, Risa Bramon Garcia, Billy Hopkins, Scott Martin Gershin, Mario Kassar","Drama, Music"
1215,40000000,Comedy,225886,"marriage, internet, relationship, family, sex tape",en,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense â€“ but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide â€“ why not? â€“ to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea â€“ until they discover that their most private video is no longer private.  With their reputations on the line, they know theyâ€™re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",72.641296,"Escape Artists, Media Rights Capital, Sony Pictures Entertainment (SPE), LStar Capital",United States of America,7/17/2014,126069509,97.0,English,Released,A movie about a movie they don't want you to see.,Sex Tape,5.3,1695,"Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper, Rob Lowe, Nat Faxon, Nancy Lenehan, Giselle Eisenberg, Harrison Holzer, Sebastian Hedges Thomas","Steve Tisch, Michael Andrews, Ben Waisbren, Tim Suhrstedt, Steve Edwards, Dana Robin, Tara Timpone, Jefferson Sage, Debra McGuire, Jason Segel",Comedy
